,match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee
46,3817892,2022-02-24,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7291, 'home_team_name': 'Odisha', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000992, 'name': 'Joaquín García', 'nickname': None, 'dob': None, 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 7282, 'away_team_name': 'ATK Mohun Bagan', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]}",1,1,available,unscheduled,2022-04-03T18:31:12.408826,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",18,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1005029, 'name': 'Aditya Purkayastha', 'country': {'id': 105, 'name': 'India'}}"
47,3817859,2022-02-25,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7285, 'home_team_name': 'NorthEast United', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000616, 'name': 'Khalid Ahmed Jamil', 'nickname': None, 'dob': '1977-04-21', 'country': {'id': 105, 'name': 'India'}}]}","{'away_team_id': 2021, 'away_team_name': 'Jamshedpur', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]}",2,3,available,unscheduled,2022-04-03T18:36:59.424099,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",21,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000400, 'name': 'Pandit Jawaharlal Nehru Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 2459, 'name': 'Arumughan Rowan', 'country': {'id': 105, 'name': 'India'}}"
48,3817858,2022-02-26,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7283, 'home_team_name': 'Kerala Blasters', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]}","{'away_team_id': 7290, 'away_team_name': 'Chennaiyin', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1001087, 'name': 'Syed Sabir Pasha', 'nickname': None, 'dob': '1972-11-05', 'country': {'id': 105, 'name': 'India'}}]}",3,0,available,unscheduled,2022-04-03T18:43:15.488809,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",19,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004970, 'name': 'Pratik Mondal', 'country': {'id': 105, 'name': 'India'}}"
49,3817897,2022-02-23,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7289, 'home_team_name': 'Hyderabad', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 7283, 'away_team_name': 'Kerala Blasters', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]}",2,1,available,unscheduled,2022-04-14T16:56:32.005086,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",20,"{'id': 1, 'name': 'Regular Season'}","{'id': 5810, 'name': 'GMC Athletic Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004863, 'name': 'Harish Kundu', 'country': {'id': 105, 'name': 'India'}}"
50,3817885,2022-02-22,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7287, 'home_team_name': 'Mumbai City', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000803, 'name': 'Des Buckingham', 'nickname': None, 'dob': '1985-02-07', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 7286, 'away_team_name': 'East Bengal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000962, 'name': 'Mario Rivera Campesino', 'nickname': 'Mario Rivera', 'dob': '1977-08-13', 'country': {'id': 214, 'name': 'Spain'}}]}",1,0,available,unscheduled,2022-04-17T14:11:24.386459,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",18,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000400, 'name': 'Pandit Jawaharlal Nehru Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004981, 'name': 'Ashwin Mohanlal Kanojia', 'country': {'id': 105, 'name': 'India'}}"
51,3817878,2022-01-24,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7286, 'home_team_name': 'East Bengal', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000962, 'name': 'Mario Rivera Campesino', 'nickname': 'Mario Rivera', 'dob': '1977-08-13', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 7289, 'away_team_name': 'Hyderabad', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]}",0,4,available,unscheduled,2022-03-03T16:33:56.719050,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",14,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004912, 'name': 'Raul Gupta', 'country': {'id': 105, 'name': 'India'}}"
52,3817876,2022-01-22,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7290, 'home_team_name': 'Chennaiyin', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]}","{'away_team_id': 7285, 'away_team_name': 'NorthEast United', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000616, 'name': 'Khalid Ahmed Jamil', 'nickname': None, 'dob': '1977-04-21', 'country': {'id': 105, 'name': 'India'}}]}",2,1,available,unscheduled,2022-12-01T19:52:13.523067,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",14,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000400, 'name': 'Pandit Jawaharlal Nehru Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004906, 'name': 'Crystal John', 'country': {'id': 105, 'name': 'India'}}"
53,3813305,2022-01-09,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7283, 'home_team_name': 'Kerala Blasters', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]}","{'away_team_id': 7289, 'away_team_name': 'Hyderabad', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]}",1,0,available,unscheduled,2022-12-01T19:48:38.749934,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",11,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 2479, 'name': 'Pranjal Banerji', 'country': {'id': 105, 'name': 'India'}}"
54,3813266,2022-01-08,18:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7288, 'home_team_name': 'Goa', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]}","{'away_team_id': 7290, 'away_team_name': 'Chennaiyin', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]}",1,0,available,unscheduled,2022-02-19T22:05:26.473260,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",11,"{'id': 1, 'name': 'Regular Season'}","{'id': 5810, 'name': 'GMC Athletic Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004970, 'name': 'Pratik Mondal', 'country': {'id': 105, 'name': 'India'}}"
55,3813271,2022-01-02,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7283, 'home_team_name': 'Kerala Blasters', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]}","{'away_team_id': 7288, 'away_team_name': 'Goa', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]}",2,2,available,unscheduled,2022-01-05T20:57:40.202554,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",10,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004997, 'name': 'Coimbatore Ramaswamy Srikrishna', 'country': {'id': 105, 'name': 'India'}}"
56,3813311,2022-01-02,18:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 2021, 'home_team_name': 'Jamshedpur', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]}","{'away_team_id': 7290, 'away_team_name': 'Chennaiyin', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]}",0,1,available,unscheduled,2022-02-19T21:38:13.781424,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",10,"{'id': 1, 'name': 'Regular Season'}","{'id': 5810, 'name': 'GMC Athletic Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 2479, 'name': 'Pranjal Banerji', 'country': {'id': 105, 'name': 'India'}}"
57,3813303,2021-12-29,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7282, 'home_team_name': 'ATK Mohun Bagan', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 7288, 'away_team_name': 'Goa', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]}",2,1,available,unscheduled,2022-01-05T20:47:30.125122,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",9,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000400, 'name': 'Pandit Jawaharlal Nehru Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004906, 'name': 'Crystal John', 'country': {'id': 105, 'name': 'India'}}"
58,3813304,2021-12-23,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7289, 'home_team_name': 'Hyderabad', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 7286, 'away_team_name': 'East Bengal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000817, 'name': 'José Manuel Díaz Fernández', 'nickname': 'Manolo Díaz', 'dob': '1968-08-30', 'country': {'id': 214, 'name': 'Spain'}}]}",1,1,available,unscheduled,2022-01-05T20:33:08.204792,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",8,"{'id': 1, 'name': 'Regular Season'}","{'id': 5810, 'name': 'GMC Athletic Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1005029, 'name': 'Aditya Purkayastha', 'country': {'id': 105, 'name': 'India'}}"
59,3813306,2021-12-21,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7285, 'home_team_name': 'NorthEast United', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000616, 'name': 'Khalid Ahmed Jamil', 'nickname': None, 'dob': '1977-04-21', 'country': {'id': 105, 'name': 'India'}}]}","{'away_team_id': 7282, 'away_team_name': 'ATK Mohun Bagan', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 2815, 'name': 'Juan Ferrando Fenol', 'nickname': 'Juan Ferrando', 'dob': '1981-01-02', 'country': {'id': 214, 'name': 'Spain'}}]}",2,3,available,unscheduled,2022-01-05T20:28:42.228277,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",8,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000400, 'name': 'Pandit Jawaharlal Nehru Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004863, 'name': 'Harish Kundu', 'country': {'id': 105, 'name': 'India'}}"
60,3813283,2021-12-30,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7290, 'home_team_name': 'Chennaiyin', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]}","{'away_team_id': 7284, 'away_team_name': 'Bengaluru', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000615, 'name': 'Marco Pezzaiuoli', 'nickname': None, 'dob': '1968-11-16', 'country': {'id': 85, 'name': 'Germany'}}]}",2,4,available,unscheduled,2023-02-24T03:47:44.181716,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",9,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004912, 'name': 'Raul Gupta', 'country': {'id': 105, 'name': 'India'}}"
61,3813275,2021-12-26,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7283, 'home_team_name': 'Kerala Blasters', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]}","{'away_team_id': 2021, 'away_team_name': 'Jamshedpur', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]}",1,1,available,unscheduled,2022-01-05T20:37:43.170238,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",9,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004970, 'name': 'Pratik Mondal', 'country': {'id': 105, 'name': 'India'}}"
62,3813278,2021-12-22,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7290, 'home_team_name': 'Chennaiyin', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]}","{'away_team_id': 7283, 'away_team_name': 'Kerala Blasters', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]}",0,3,available,unscheduled,2021-12-25T19:13:10.524641,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",8,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004906, 'name': 'Crystal John', 'country': {'id': 105, 'name': 'India'}}"
63,3813295,2021-12-28,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7289, 'home_team_name': 'Hyderabad', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 7291, 'away_team_name': 'Odisha', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 3554, 'name': 'Francisco Ramírez González', 'nickname': 'Kiko Ramírez', 'dob': '1970-07-14', 'country': {'id': 214, 'name': 'Spain'}}]}",6,1,available,unscheduled,2022-02-19T21:27:32.706703,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",9,"{'id': 1, 'name': 'Regular Season'}","{'id': 5810, 'name': 'GMC Athletic Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004981, 'name': 'Ashwin Mohanlal Kanojia', 'country': {'id': 105, 'name': 'India'}}"
64,3813296,2021-11-25,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7285, 'home_team_name': 'NorthEast United', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000616, 'name': 'Khalid Ahmed Jamil', 'nickname': None, 'dob': '1977-04-21', 'country': {'id': 105, 'name': 'India'}}]}","{'away_team_id': 7283, 'away_team_name': 'Kerala Blasters', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]}",0,0,available,unscheduled,2021-12-21T20:53:19.452660,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000400, 'name': 'Pandit Jawaharlal Nehru Stadium', 'country': {'id': 105, 'name': 'India'}}",
65,3813282,2021-12-19,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7287, 'home_team_name': 'Mumbai City', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000803, 'name': 'Des Buckingham', 'nickname': None, 'dob': '1985-02-07', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 7283, 'away_team_name': 'Kerala Blasters', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000614, 'name': 'Ivan Vukomanović', 'nickname': None, 'dob': '1977-06-19', 'country': {'id': 203, 'name': 'Serbia'}}]}",0,3,available,unscheduled,2022-01-05T20:22:12.488795,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",7,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000400, 'name': 'Pandit Jawaharlal Nehru Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 2479, 'name': 'Pranjal Banerji', 'country': {'id': 105, 'name': 'India'}}"
66,3813269,2021-12-14,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7291, 'home_team_name': 'Odisha', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 3554, 'name': 'Francisco Ramírez González', 'nickname': 'Kiko Ramírez', 'dob': '1970-07-14', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 2021, 'away_team_name': 'Jamshedpur', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000617, 'name': 'Owen Columba Coyle', 'nickname': None, 'dob': '1966-07-14', 'country': {'id': 201, 'name': 'Scotland'}}]}",0,4,available,unscheduled,2021-12-25T18:50:25.161583,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",6,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000401, 'name': 'Tilak Maidan Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004997, 'name': 'Coimbatore Ramaswamy Srikrishna', 'country': {'id': 105, 'name': 'India'}}"
67,3817879,2022-01-13,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7290, 'home_team_name': 'Chennaiyin', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000842, 'name': 'Božidar Bandović', 'nickname': None, 'dob': '1969-08-30', 'country': {'id': 203, 'name': 'Serbia'}}]}","{'away_team_id': 7289, 'away_team_name': 'Hyderabad', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 503, 'name': 'Manuel Márquez Roca', 'nickname': 'Manolo Márquez', 'dob': '1968-09-07', 'country': {'id': 214, 'name': 'Spain'}}]}",1,1,available,unscheduled,2022-12-01T19:51:20.992369,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",12,"{'id': 1, 'name': 'Regular Season'}","{'id': 1000400, 'name': 'Pandit Jawaharlal Nehru Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 1004912, 'name': 'Raul Gupta', 'country': {'id': 105, 'name': 'India'}}"
68,3817874,2022-01-23,16:00:00.000,"{'competition_id': 1238, 'country_name': 'India', 'competition_name': 'Indian Super league'}","{'season_id': 108, 'season_name': '2021/2022'}","{'home_team_id': 7284, 'home_team_name': 'Bengaluru', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000615, 'name': 'Marco Pezzaiuoli', 'nickname': None, 'dob': '1968-11-16', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 7288, 'away_team_name': 'Goa', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 105, 'name': 'India'}, 'managers': [{'id': 1000942, 'name': 'Derrick Pereira', 'nickname': None, 'dob': '1962-03-16', 'country': {'id': 105, 'name': 'India'}}]}",1,1,available,unscheduled,2022-02-19T22:58:16.581351,,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",14,"{'id': 1, 'name': 'Regular Season'}","{'id': 5810, 'name': 'GMC Athletic Stadium', 'country': {'id': 105, 'name': 'India'}}","{'id': 2479, 'name': 'Pranjal Banerji', 'country': {'id': 105, 'name': 'India'}}"
